#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2012 03 15 12 00  71  7.4 99.0 99.00 99.00 99.00 999 1019.0  21.9  23.0  16.8 99.0 99.00
2012 03 15 13 00  72  7.3 99.0 99.00 99.00 99.00 999 1019.0  21.7  23.0  17.0 99.0 99.00
2012 03 15 14 00  70  7.5 99.0 99.00 99.00 99.00 999 1019.0  21.8  23.0  17.1 99.0 99.00
2012 03 15 15 00  71  7.7 99.0 99.00 99.00 99.00 999 1019.0  21.8  23.0  17.0 99.0 99.00
2012 03 15 16 00  68  7.8 99.0 99.00 99.00 99.00 999 1019.0  21.7  23.0  17.6 99.0 99.00
2012 03 15 17 00  72  7.8 99.0 99.00 99.00 99.00 999 1020.0  21.8  23.0  17.3 99.0 99.00
2012 03 15 18 00  71  7.6 99.0 99.00 99.00 99.00 999 1021.0  21.8  23.0  17.5 99.0 99.00
2012 03 15 19 00  78  7.1 99.0 99.00 99.00 99.00 999 1021.0  22.1  23.0  17.6 99.0 99.00
2012 03 15 20 00  80  6.9 99.0 99.00 99.00 99.00 999 1021.0  22.3  23.0  17.4 99.0 99.00
2012 03 15 21 00  80  7.0 99.0 99.00 99.00 99.00 999 1021.0  22.3  23.1  17.5 99.0 99.00
2012 03 15 22 00  74  6.2 99.0 99.00 99.00 99.00 999 1021.0  22.2  23.1  17.7 99.0 99.00
2012 03 15 23 00  72  6.1 99.0 99.00 99.00 99.00 999 1020.0  21.9  23.1  18.0 99.0 99.00
2012 03 16 00 00  76  6.4 99.0 99.00 99.00 99.00 999 1020.0  22.4  23.2  17.8 99.0 99.00
2012 03 16 01 00  81  6.6 99.0 99.00 99.00 99.00 999 1019.0  22.7  23.2  17.5 99.0 99.00
2012 03 16 02 00  84  6.8 99.0 99.00 99.00 99.00 999 1019.0  22.8  23.2  17.6 99.0 99.00
2012 03 16 03 00  81  7.5 99.0 99.00 99.00 99.00 999 1020.0  22.9  23.2  17.7 99.0 99.00
2012 03 16 04 00  88  7.5 99.0 99.00 99.00 99.00 999 1020.0  22.8  23.1  17.8 99.0 99.00
2012 03 16 05 00  85  7.9 99.0 99.00 99.00 99.00 999 1020.0  22.7  23.1  17.9 99.0 99.00
2012 03 16 06 00  89  7.2 99.0 99.00 99.00 99.00 999 1021.0  22.0  23.1  18.3 99.0 99.00
2012 03 16 07 00  90  7.8 99.0 99.00 99.00 99.00 999 1022.0  22.5  23.0  18.4 99.0 99.00
2012 03 16 08 00  93  7.8 99.0 99.00 99.00 99.00 999 1022.0  22.6  23.0  18.0 99.0 99.00
2012 03 16 09 00  91  8.0 99.0 99.00 99.00 99.00 999 1022.0  22.6  23.0  17.8 99.0 99.00
2012 03 16 10 00  92  8.1 99.0 99.00 99.00 99.00 999 1022.0  22.5  23.0  17.7 99.0 99.00
2012 03 16 11 00  90  7.9 99.0 99.00 99.00 99.00 999 1021.0  22.4  23.0  18.1 99.0 99.00
2012 03 16 12 00  95  7.6 99.0 99.00 99.00 99.00 999 1021.0  22.5  23.0  18.0 99.0 99.00
2012 03 16 13 00  97  8.4 99.0 99.00 99.00 99.00 999 1020.0  22.5  23.0  17.8 99.0 99.00
2012 03 16 14 00  93  8.6 99.0 99.00 99.00 99.00 999 1021.0  22.4  23.0  17.9 99.0 99.00
2012 03 16 15 00  92  8.3 99.0 99.00 99.00 99.00 999 1021.0  22.5  23.0  18.0 99.0 99.00
2012 03 16 16 00  90  8.3 99.0 99.00 99.00 99.00 999 1021.0  22.3  23.0  18.0 99.0 99.00
2012 03 16 17 00  85  7.9 99.0 99.00 99.00 99.00 999 1022.0  22.0  23.0  18.3 99.0 99.00
2012 03 16 18 00  89  8.2 99.0 99.00 99.00 99.00 999 1023.0  22.3  23.0  17.7 99.0 99.00
2012 03 16 19 00 110  7.8 99.0 99.00 99.00 99.00 999 1023.0  22.2  23.0  17.9 99.0 99.00
2012 03 16 20 00 104  7.4 99.0 99.00 99.00 99.00 999 1024.0  22.7  23.0  17.3 99.0 99.00
2012 03 16 21 00 100  6.5 99.0 99.00 99.00 99.00 999 1023.0  22.6  23.1  17.6 99.0 99.00
2012 03 16 22 00  92  7.5 99.0 99.00 99.00 99.00 999 1023.0  22.8  23.1  18.0 99.0 99.00
2012 03 16 23 00  95  7.8 99.0 99.00 99.00 99.00 999 1022.0  22.9  23.1  17.7 99.0 99.00
2012 03 17 00 00  89  7.8 99.0 99.00 99.00 99.00 999 1021.0  22.8  23.1  17.8 99.0 99.00
2012 03 17 01 00  80  7.6 99.0 99.00 99.00 99.00 999 1021.0  22.4  23.1  18.5 99.0 99.00
2012 03 17 02 00  82  7.1 99.0 99.00 99.00 99.00 999 1021.0  22.6  23.1  18.2 99.0 99.00
2012 03 17 03 00  87  7.8 99.0 99.00 99.00 99.00 999 1022.0  22.9  23.1  17.9 99.0 99.00
2012 03 17 04 00  87  6.9 99.0 99.00 99.00 99.00 999 1022.0  22.6  23.1  18.0 99.0 99.00
2012 03 17 05 00  78  6.9 99.0 99.00 99.00 99.00 999 1022.0  22.7  23.1  18.3 99.0 99.00
2012 03 17 06 00  82  7.4 99.0 99.00 99.00 99.00 999 1023.0  22.5  23.1  18.7 99.0 99.00
2012 03 17 07 00  84  8.1 99.0 99.00 99.00 99.00 999 1023.0  22.7  23.1  18.1 99.0 99.00
2012 03 17 08 00  81  7.6 99.0 99.00 99.00 99.00 999 1023.0  22.6  23.1  18.4 99.0 99.00
2012 03 17 09 00  92  8.2 99.0 99.00 99.00 99.00 999 1023.0  22.0  23.1  18.3 99.0 99.00
2012 03 17 10 00  85  7.0 99.0 99.00 99.00 99.00 999 1023.0  22.1  23.1  18.2 99.0 99.00
2012 03 17 11 00  98  7.5 99.0 99.00 99.00 99.00 999 1022.0  22.0  23.1  18.3 99.0 99.00
2012 03 17 12 00 103  7.0 99.0 99.00 99.00 99.00 999 1022.0  21.6  23.1  18.3 99.0 99.00
2012 03 17 13 00  89  9.4 99.0 99.00 99.00 99.00 999 1021.0  22.4  23.1  17.9 99.0 99.00
2012 03 17 14 00  88  8.7 99.0 99.00 99.00 99.00 999 1021.0  22.5  23.1  17.9 99.0 99.00
2012 03 17 15 00  92  8.6 99.0 99.00 99.00 99.00 999 1021.0  22.5  23.0  18.1 99.0 99.00
2012 03 17 16 00  97  8.2 99.0 99.00 99.00 99.00 999 1022.0  22.5  23.0  17.8 99.0 99.00
2012 03 17 17 00 108  8.2 99.0 99.00 99.00 99.00 999 1022.0  22.1  23.0  17.6 99.0 99.00
2012 03 17 18 00 116  6.8 99.0 99.00 99.00 99.00 999 1023.0  22.2  23.0  18.3 99.0 99.00
2012 03 17 19 00 104  7.8 99.0 99.00 99.00 99.00 999 1023.0  22.8  23.1  17.8 99.0 99.00
2012 03 17 20 00 104  7.8 99.0 99.00 99.00 99.00 999 1023.0  22.2  23.1  18.1 99.0 99.00
2012 03 17 21 00 104  7.3 99.0 99.00 99.00 99.00 999 1023.0  22.6  23.1  18.0 99.0 99.00
2012 03 17 22 00 113  6.1 99.0 99.00 99.00 99.00 999 1022.0  22.3  23.1  18.1 99.0 99.00
2012 03 17 23 00  98  7.2 99.0 99.00 99.00 99.00 999 1021.0  22.9  23.2  17.9 99.0 99.00
2012 03 18 00 00 105  8.0 99.0 99.00 99.00 99.00 999 1020.0  22.4  23.2  18.3 99.0 99.00
2012 03 18 01 00 100  6.3 99.0 99.00 99.00 99.00 999 1020.0  21.8  23.2  18.1 99.0 99.00
2012 03 18 02 00  93  7.7 99.0 99.00 99.00 99.00 999 1020.0  22.2  23.2  18.8 99.0 99.00
2012 03 18 03 00  89  7.9 99.0 99.00 99.00 99.00 999 1020.0  22.1  23.2  18.7 99.0 99.00
2012 03 18 04 00  99  8.6 99.0 99.00 99.00 99.00 999 1020.0  21.9  23.1  18.8 99.0 99.00
2012 03 18 05 00 104  7.9 99.0 99.00 99.00 99.00 999 1020.0  22.0  23.1  18.9 99.0 99.00
2012 03 18 06 00 105  8.2 99.0 99.00 99.00 99.00 999 1021.0  22.7  23.1  18.5 99.0 99.00
2012 03 18 07 00  99  8.3 99.0 99.00 99.00 99.00 999 1021.0  22.6  23.1  18.3 99.0 99.00
2012 03 18 08 00  93  8.5 99.0 99.00 99.00 99.00 999 1021.0  23.0  23.1  17.8 99.0 99.00
2012 03 18 09 00  86  8.6 99.0 99.00 99.00 99.00 999 1020.0  23.0  23.1  17.8 99.0 99.00
2012 03 18 10 00  94  7.8 99.0 99.00 99.00 99.00 999 1020.0  22.7  23.1  17.7 99.0 99.00
2012 03 18 11 00  93  7.1 99.0 99.00 99.00 99.00 999 1020.0  22.1  23.1  18.0 99.0 99.00
2012 03 18 12 00 101  7.4 99.0 99.00 99.00 99.00 999 1019.0  22.2  23.1  17.8 99.0 99.00
2012 03 18 13 00 103  7.2 99.0 99.00 99.00 99.00 999 1019.0  22.7  23.1  17.2 99.0 99.00
2012 03 18 14 00  93  7.2 99.0 99.00 99.00 99.00 999 1018.0  22.4  23.1  18.1 99.0 99.00
2012 03 18 15 00 101  7.5 99.0 99.00 99.00 99.00 999 1019.0  23.0  23.1  15.5 99.0 99.00
2012 03 18 16 00  93  7.5 99.0 99.00 99.00 99.00 999 1019.0  22.8  23.1  17.1 99.0 99.00
2012 03 18 17 00  98  7.7 99.0 99.00 99.00 99.00 999 1020.0  23.0  23.1  16.9 99.0 99.00
2012 03 18 18 00  97  7.9 99.0 99.00 99.00 99.00 999 1020.0  23.3  23.1  15.7 99.0 99.00
2012 03 18 19 00  93  7.9 99.0 99.00 99.00 99.00 999 1020.0  23.1  23.1  16.8 99.0 99.00
2012 03 18 20 00  97  8.5 99.0 99.00 99.00 99.00 999 1020.0  23.1  23.1  17.2 99.0 99.00
2012 03 18 21 00  98  8.6 99.0 99.00 99.00 99.00 999 1020.0  23.2  23.1  16.6 99.0 99.00
2012 03 18 22 00 104  8.7 99.0 99.00 99.00 99.00 999 1019.0  23.1  23.2  16.5 99.0 99.00
2012 03 18 23 00 100  8.6 99.0 99.00 99.00 99.00 999 1019.0  22.9  23.2  16.6 99.0 99.00
2012 03 19 00 00  98  7.9 99.0 99.00 99.00 99.00 999 1018.0  23.0  23.2  16.9 99.0 99.00
2012 03 19 01 00  99  7.5 99.0 99.00 99.00 99.00 999 1018.0  23.0  23.2  16.5 99.0 99.00
2012 03 19 02 00  99  7.4 99.0 99.00 99.00 99.00 999 1018.0  23.1  23.2  16.7 99.0 99.00
2012 03 19 03 00 102  7.1 99.0 99.00 99.00 99.00 999 1018.0  23.1  23.2  16.3 99.0 99.00
2012 03 19 04 00  99  6.7 99.0 99.00 99.00 99.00 999 1019.0  23.0  23.2  16.7 99.0 99.00
2012 03 19 05 00 100  6.8 99.0 99.00 99.00 99.00 999 1019.0  22.9  23.2  16.8 99.0 99.00
2012 03 19 06 00  97  7.0 99.0 99.00 99.00 99.00 999 1019.0  23.0  23.1  16.6 99.0 99.00
2012 03 19 07 00 106  7.4 99.0 99.00 99.00 99.00 999 1020.0  22.9  23.1  16.8 99.0 99.00
2012 03 19 08 00 111  7.4 99.0 99.00 99.00 99.00 999 1020.0  22.9  23.1  17.0 99.0 99.00
2012 03 19 09 00 117  7.7 99.0 99.00 99.00 99.00 999 1019.0  22.8  23.1  17.6 99.0 99.00
2012 03 19 10 00 112  7.4 99.0 99.00 99.00 99.00 999 1018.0  22.7  23.1  17.5 99.0 99.00
2012 03 19 11 00 110  7.6 99.0 99.00 99.00 99.00 999 1018.0  22.6  23.1  17.7 99.0 99.00
2012 03 19 12 00 107  6.3 99.0 99.00 99.00 99.00 999 1018.0  22.5  23.1  18.0 99.0 99.00
2012 03 19 13 00 109  5.7 99.0 99.00 99.00 99.00 999 1017.0  22.5  23.1  17.8 99.0 99.00
2012 03 19 14 00 109  5.5 99.0 99.00 99.00 99.00 999 1017.0  22.6  23.1  17.4 99.0 99.00
2012 03 19 15 00 113  5.4 99.0 99.00 99.00 99.00 999 1017.0  22.7  23.1  17.7 99.0 99.00
2012 03 19 16 00 111  6.0 99.0 99.00 99.00 99.00 999 1017.0  22.6  23.1  18.1 99.0 99.00
2012 03 19 17 00 108  7.2 99.0 99.00 99.00 99.00 999 1018.0  22.9  23.1  17.9 99.0 99.00
2012 03 19 18 00 112  8.0 99.0 99.00 99.00 99.00 999 1018.0  22.8  23.1  17.9 99.0 99.00
2012 03 19 19 00 117  8.0 99.0 99.00 99.00 99.00 999 1018.0  22.9  23.1  17.5 99.0 99.00
2012 03 19 20 00 114  8.1 99.0 99.00 99.00 99.00 999 1018.0  22.9  23.1  17.7 99.0 99.00
2012 03 19 21 00 114  7.6 99.0 99.00 99.00 99.00 999 1018.0  23.0  23.1  17.2 99.0 99.00
2012 03 19 22 00 115  7.4 99.0 99.00 99.00 99.00 999 1017.0  23.1  23.1  16.8 99.0 99.00
2012 03 19 23 00 113  7.0 99.0 99.00 99.00 99.00 999 1017.0  23.1  23.2  17.2 99.0 99.00
2012 03 20 00 00 113  7.0 99.0 99.00 99.00 99.00 999 1016.0  23.1  23.2  16.8 99.0 99.00
2012 03 20 01 00 116  6.7 99.0 99.00 99.00 99.00 999 1015.0  23.2  23.2  16.6 99.0 99.00
2012 03 20 02 00 117  6.6 99.0 99.00 99.00 99.00 999 1015.0  23.2  23.3  16.4 99.0 99.00
2012 03 20 03 00 115  6.6 99.0 99.00 99.00 99.00 999 1015.0  23.1  23.2  16.8 99.0 99.00
2012 03 20 04 00 113  6.4 99.0 99.00 99.00 99.00 999 1016.0  23.0  23.2  17.4 99.0 99.00
2012 03 20 05 00 110  6.6 99.0 99.00 99.00 99.00 999 1016.0  22.9  23.2  17.5 99.0 99.00
2012 03 20 06 00 115  6.7 99.0 99.00 99.00 99.00 999 1017.0  22.9  23.2  17.5 99.0 99.00
2012 03 20 07 00 112  5.9 99.0 99.00 99.00 99.00 999 1017.0  22.9  23.2  17.5 99.0 99.00
2012 03 20 08 00 113  6.6 99.0 99.00 99.00 99.00 999 1018.0  22.9  23.2  17.7 99.0 99.00
2012 03 20 09 00 113  6.4 99.0 99.00 99.00 99.00 999 1018.0  22.8  23.2  17.6 99.0 99.00
2012 03 20 10 00 115  6.4 99.0 99.00 99.00 99.00 999 1017.0  22.8  23.2  17.6 99.0 99.00
2012 03 20 11 00 118  5.8 99.0 99.00 99.00 99.00 999 1017.0  22.8  23.2  17.1 99.0 99.00
2012 03 20 12 00 118  5.6 99.0 99.00 99.00 99.00 999 1016.0  22.7  23.2  16.9 99.0 99.00
2012 03 20 13 00 122  5.3 99.0 99.00 99.00 99.00 999 1016.0  22.7  23.2  17.1 99.0 99.00
2012 03 20 14 00 119  6.0 99.0 99.00 99.00 99.00 999 1016.0  22.6  23.2  17.6 99.0 99.00
2012 03 20 15 00 116  5.5 99.0 99.00 99.00 99.00 999 1016.0  22.6  23.2  17.4 99.0 99.00
2012 03 20 16 00 112  4.8 99.0 99.00 99.00 99.00 999 1017.0  22.6  23.1  17.7 99.0 99.00
2012 03 20 17 00 113  4.7 99.0 99.00 99.00 99.00 999 1017.0  22.8  23.2  17.6 99.0 99.00
2012 03 20 18 00 117  5.2 99.0 99.00 99.00 99.00 999 1018.0  23.2  23.2  17.5 99.0 99.00
2012 03 20 19 00 116  5.4 99.0 99.00 99.00 99.00 999 1018.0  23.2  23.2  17.5 99.0 99.00
2012 03 20 20 00 109  5.6 99.0 99.00 99.00 99.00 999 1018.0  23.2  23.2  17.8 99.0 99.00
2012 03 20 21 00 113  5.7 99.0 99.00 99.00 99.00 999 1018.0  23.2  23.3  18.0 99.0 99.00
2012 03 20 22 00 113  5.7 99.0 99.00 99.00 99.00 999 1018.0  23.2  23.3  18.2 99.0 99.00
2012 03 20 23 00 114  5.0 99.0 99.00 99.00 99.00 999 1018.0  23.2  23.4  18.2 99.0 99.00
2012 03 21 00 00 108  4.2 99.0 99.00 99.00 99.00 999 1017.0  23.2  23.4  18.0 99.0 99.00
2012 03 21 01 00 101  3.9 99.0 99.00 99.00 99.00 999 1017.0  23.2  23.5  18.0 99.0 99.00
2012 03 21 02 00  93  4.3 99.0 99.00 99.00 99.00 999 1017.0  23.2  23.4  17.8 99.0 99.00
2012 03 21 03 00  91  4.6 99.0 99.00 99.00 99.00 999 1017.0  23.2  23.4  17.7 99.0 99.00
2012 03 21 04 00  88  4.4 99.0 99.00 99.00 99.00 999 1018.0  23.1  23.4  17.6 99.0 99.00
2012 03 21 05 00  79  4.5 99.0 99.00 99.00 99.00 999 1018.0  23.0  23.3  18.0 99.0 99.00
2012 03 21 06 00  75  5.4 99.0 99.00 99.00 99.00 999 1019.0  22.9  23.3  17.9 99.0 99.00
2012 03 21 07 00 104  6.2 99.0 99.00 99.00 99.00 999 1020.0  22.2  23.2  17.7 99.0 99.00
2012 03 21 08 00 120  4.8 99.0 99.00 99.00 99.00 999 1020.0  21.7  23.2  17.1 99.0 99.00
2012 03 21 09 00  94  3.8 99.0 99.00 99.00 99.00 999 1020.0  21.7  23.2  17.0 99.0 99.00
2012 03 21 10 00  81  6.5 99.0 99.00 99.00 99.00 999 1020.0  22.4  23.3  18.1 99.0 99.00
2012 03 21 11 00  83  6.8 99.0 99.00 99.00 99.00 999 1019.0  22.6  23.3  17.8 99.0 99.00
2012 03 21 12 00  82  7.6 99.0 99.00 99.00 99.00 999 1018.0  22.6  23.2  18.0 99.0 99.00
2012 03 21 13 00  79  7.4 99.0 99.00 99.00 99.00 999 1018.0  22.6  23.2  17.6 99.0 99.00
2012 03 21 14 00  80  7.1 99.0 99.00 99.00 99.00 999 1016.0  22.6  23.2  17.6 99.0 99.00
2012 03 21 15 00  71  7.8 99.0 99.00 99.00 99.00 999 1018.0  22.3  23.2  18.0 99.0 99.00
2012 03 21 16 00  73  7.9 99.0 99.00 99.00 99.00 999 1019.0  22.2  23.2  17.9 99.0 99.00
2012 03 21 17 00  73  8.1 99.0 99.00 99.00 99.00 999 1019.0  22.4  23.2  18.0 99.0 99.00
2012 03 21 18 00  79  7.5 99.0 99.00 99.00 99.00 999 1020.0  22.8  23.2  18.0 99.0 99.00
2012 03 21 19 00  76  7.4 99.0 99.00 99.00 99.00 999 1021.0  22.6  23.2  18.0 99.0 99.00
2012 03 21 20 00  78  6.6 99.0 99.00 99.00 99.00 999 1021.0  22.6  23.2  18.1 99.0 99.00
2012 03 21 21 00  83  6.7 99.0 99.00 99.00 99.00 999 1021.0  22.9  23.3  18.1 99.0 99.00
2012 03 21 22 00  82  6.7 99.0 99.00 99.00 99.00 999 1020.0  22.6  23.3  17.8 99.0 99.00
2012 03 21 23 00  86  7.0 99.0 99.00 99.00 99.00 999 1019.0  22.9  23.4  18.1 99.0 99.00
2012 03 22 00 00  84  7.4 99.0 99.00 99.00 99.00 999 1019.0  22.7  23.4  18.4 99.0 99.00
2012 03 22 01 00 109  6.9 99.0 99.00 99.00 99.00 999 1019.0  22.0  23.3  18.3 99.0 99.00
2012 03 22 02 00 105  5.0 99.0 99.00 99.00 99.00 999 1018.0  22.0  23.3  17.8 99.0 99.00
2012 03 22 03 00  72  6.9 99.0 99.00 99.00 99.00 999 1018.0  21.8  23.3  18.1 99.0 99.00
2012 03 22 04 00  77  7.5 99.0 99.00 99.00 99.00 999 1019.0  22.4  23.2  18.5 99.0 99.00
2012 03 22 05 00  82  8.5 99.0 99.00 99.00 99.00 999 1019.0  22.7  23.2  18.4 99.0 99.00
2012 03 22 06 00  82  8.1 99.0 99.00 99.00 99.00 999 1020.0  22.2  23.2  18.5 99.0 99.00
2012 03 22 07 00  82  8.9 99.0 99.00 99.00 99.00 999 1020.0  22.9  23.2  18.1 99.0 99.00
2012 03 22 08 00  85  8.7 99.0 99.00 99.00 99.00 999 1020.0  22.7  23.2  18.1 99.0 99.00
2012 03 22 09 00  82  9.3 99.0 99.00 99.00 99.00 999 1020.0  22.9  23.2  17.5 99.0 99.00
2012 03 22 10 00  83  9.4 99.0 99.00 99.00 99.00 999 1020.0  22.8  23.2  17.4 99.0 99.00
2012 03 22 11 00  84  9.1 99.0 99.00 99.00 99.00 999 1019.0  22.8  23.2  17.3 99.0 99.00
2012 03 22 12 00  80  8.7 99.0 99.00 99.00 99.00 999 1019.0  22.8  23.2  16.9 99.0 99.00
2012 03 22 13 00  82  8.7 99.0 99.00 99.00 99.00 999 1018.0  22.6  23.2  17.2 99.0 99.00
2012 03 22 14 00  81  9.1 99.0 99.00 99.00 99.00 999 1018.0  22.6  23.2  17.4 99.0 99.00
2012 03 22 15 00  82  8.9 99.0 99.00 99.00 99.00 999 1018.0  22.6  23.2  17.6 99.0 99.00
2012 03 22 16 00  81  8.8 99.0 99.00 99.00 99.00 999 1019.0  22.3  23.2  17.8 99.0 99.00
2012 03 22 17 00  90  8.9 99.0 99.00 99.00 99.00 999 1019.0  22.8  23.2  17.4 99.0 99.00
2012 03 22 18 00  94  9.0 99.0 99.00 99.00 99.00 999 1020.0  23.1  23.2  17.0 99.0 99.00
2012 03 22 19 00  91  8.6 99.0 99.00 99.00 99.00 999 1020.0  23.1  23.2  17.2 99.0 99.00
2012 03 22 20 00  89  7.9 99.0 99.00 99.00 99.00 999 1020.0  23.0  23.2  17.4 99.0 99.00
2012 03 22 21 00  86  8.1 99.0 99.00 99.00 99.00 999 1020.0  22.8  23.2  17.6 99.0 99.00
2012 03 22 22 00  78  8.4 99.0 99.00 99.00 99.00 999 1019.0  22.7  23.2  18.0 99.0 99.00
2012 03 22 23 00  79  7.8 99.0 99.00 99.00 99.00 999 1018.0  22.6  23.2  18.0 99.0 99.00
2012 03 23 00 00  82  7.9 99.0 99.00 99.00 99.00 999 1018.0  22.7  23.3  17.7 99.0 99.00
2012 03 23 01 00  82  8.1 99.0 99.00 99.00 99.00 999 1017.0  22.9  23.3  17.3 99.0 99.00
2012 03 23 02 00  74  8.0 99.0 99.00 99.00 99.00 999 1017.0  22.7  23.2  17.7 99.0 99.00
2012 03 23 03 00  64  7.7 99.0 99.00 99.00 99.00 999 1017.0  22.0  23.2  18.1 99.0 99.00
2012 03 23 04 00  74  8.5 99.0 99.00 99.00 99.00 999 1017.0  21.9  23.2  18.1 99.0 99.00
2012 03 23 05 00  83  8.8 99.0 99.00 99.00 99.00 999 1018.0  21.8  23.2  17.5 99.0 99.00
2012 03 23 06 00  73  8.3 99.0 99.00 99.00 99.00 999 1019.0  21.7  23.2  17.9 99.0 99.00
2012 03 23 07 00  78  8.8 99.0 99.00 99.00 99.00 999 1019.0  21.9  23.2  18.0 99.0 99.00
2012 03 23 08 00  86  8.9 99.0 99.00 99.00 99.00 999 1019.0  22.1  23.2  17.5 99.0 99.00
2012 03 23 09 00  83  9.0 99.0 99.00 99.00 99.00 999 1019.0  22.0  23.2  17.9 99.0 99.00
2012 03 23 10 00  85  9.1 99.0 99.00 99.00 99.00 999 1019.0  22.0  23.2  17.9 99.0 99.00
2012 03 23 11 00  83  8.8 99.0 99.00 99.00 99.00 999 1019.0  21.9  23.2  17.5 99.0 99.00
2012 03 23 12 00  82  8.6 99.0 99.00 99.00 99.00 999 1018.0  22.1  23.2  17.6 99.0 99.00
2012 03 23 13 00  82  8.5 99.0 99.00 99.00 99.00 999 1017.0  22.2  23.1  17.6 99.0 99.00
2012 03 23 14 00  80  8.9 99.0 99.00 99.00 99.00 999 1017.0  22.2  23.1  17.1 99.0 99.00
2012 03 23 15 00  81  8.4 99.0 99.00 99.00 99.00 999 1017.0  22.3  23.1  17.1 99.0 99.00
2012 03 23 16 00  76  8.4 99.0 99.00 99.00 99.00 999 1018.0  22.1  23.1  17.5 99.0 99.00
2012 03 23 17 00  80  8.4 99.0 99.00 99.00 99.00 999 1019.0  22.1  23.1  16.9 99.0 99.00
2012 03 23 18 00  85  8.2 99.0 99.00 99.00 99.00 999 1019.0  22.6  23.1  16.5 99.0 99.00
2012 03 23 19 00  90  8.9 99.0 99.00 99.00 99.00 999 1020.0  22.4  23.1  17.4 99.0 99.00
2012 03 23 20 00  91  7.4 99.0 99.00 99.00 99.00 999 1020.0  21.0  23.1  17.1 99.0 99.00
2012 03 23 21 00  98  7.8 99.0 99.00 99.00 99.00 999 1020.0  20.4  23.1  17.1 99.0 99.00
2012 03 23 22 00  89  9.8 99.0 99.00 99.00 99.00 999 1019.0  20.8  23.2  17.3 99.0 99.00
2012 03 23 23 00  88  8.6 99.0 99.00 99.00 99.00 999 1019.0  21.1  23.2  17.2 99.0 99.00
2012 03 24 00 00  84 10.0 99.0 99.00 99.00 99.00 999 1018.0  21.5  23.2  17.6 99.0 99.00
2012 03 24 01 00  82  9.9 99.0 99.00 99.00 99.00 999 1018.0  21.4  23.2  17.9 99.0 99.00
2012 03 24 02 00  87  9.8 99.0 99.00 99.00 99.00 999 1018.0  22.1  23.2  17.5 99.0 99.00
2012 03 24 03 00  83  9.5 99.0 99.00 99.00 99.00 999 1018.0  22.2  23.2  17.8 99.0 99.00
2012 03 24 04 00  85  9.9 99.0 99.00 99.00 99.00 999 1018.0  22.1  23.2  17.8 99.0 99.00
2012 03 24 05 00  86  9.4 99.0 99.00 99.00 99.00 999 1019.0  22.1  23.1  18.2 99.0 99.00
2012 03 24 06 00  81 10.0 99.0 99.00 99.00 99.00 999 1019.0  21.6  23.1  18.3 99.0 99.00
2012 03 24 07 00  85 10.2 99.0 99.00 99.00 99.00 999 1020.0  21.8  23.1  18.3 99.0 99.00
2012 03 24 08 00  87 10.0 99.0 99.00 99.00 99.00 999 1020.0  22.0  23.1  18.1 99.0 99.00
2012 03 24 09 00  80 10.3 99.0 99.00 99.00 99.00 999 1020.0  22.1  23.1  18.0 99.0 99.00
2012 03 24 10 00  79 10.2 99.0 99.00 99.00 99.00 999 1020.0  22.2  23.1  17.9 99.0 99.00
2012 03 24 11 00  81 10.5 99.0 99.00 99.00 99.00 999 1019.0  22.0  23.1  17.9 99.0 99.00
2012 03 24 12 00  89  9.2 99.0 99.00 99.00 99.00 999 1019.0  21.4  23.1  18.1 99.0 99.00
2012 03 24 13 00  92  9.9 99.0 99.00 99.00 99.00 999 1018.0  21.0  23.1  18.3 99.0 99.00
2012 03 24 14 00  87 10.0 99.0 99.00 99.00 99.00 999 1018.0  21.2  23.1  18.2 99.0 99.00
2012 03 24 15 00  84 10.1 99.0 99.00 99.00 99.00 999 1018.0  21.4  23.1  18.2 99.0 99.00
2012 03 24 16 00  86 10.1 99.0 99.00 99.00 99.00 999 1019.0  20.9  23.1  18.2 99.0 99.00
2012 03 24 17 00  92  9.4 99.0 99.00 99.00 99.00 999 1020.0  20.7  23.1  18.1 99.0 99.00
2012 03 24 18 00  90 10.1 99.0 99.00 99.00 99.00 999 1020.0  21.5  23.1  18.0 99.0 99.00
2012 03 24 19 00  91  9.8 99.0 99.00 99.00 99.00 999 1021.0  20.9  23.1  18.2 99.0 99.00
2012 03 24 20 00  90  9.9 99.0 99.00 99.00 99.00 999 1021.0  21.8  23.1  17.7 99.0 99.00
2012 03 24 21 00  93 10.5 99.0 99.00 99.00 99.00 999 1021.0  22.3  23.1  17.5 99.0 99.00
2012 03 24 22 00  94 10.8 99.0 99.00 99.00 99.00 999 1020.0  21.8  23.1  17.2 99.0 99.00
2012 03 24 23 00  79 10.4 99.0 99.00 99.00 99.00 999 1020.0  21.5  23.1  17.6 99.0 99.00
2012 03 25 00 00  83 10.8 99.0 99.00 99.00 99.00 999 1019.0  21.1  23.1  17.4 99.0 99.00
2012 03 25 01 00  79 10.2 99.0 99.00 99.00 99.00 999 1019.0  21.2  23.1  16.9 99.0 99.00
2012 03 25 02 00  87  9.1 99.0 99.00 99.00 99.00 999 1019.0  22.0  23.2  16.7 99.0 99.00
